id_autor_gs,full_name,country,result_found,first_name,last_name,probability,gender,samples
TqhtV5sAAAAJ,Francisco Donoso,CL,True,Francisco,Donoso,1,male,2108
pIYJVEgAAAAJ,Igor Ruiz-Tagle,CL,True,Igor,Ruiz-Tagle,1,male,37
pw3Vye0AAAAJ,Roberto Díaz,CL,True,Roberto,Díaz,1,male,986
AZuQG_0AAAAJ,Francisca Tellería,CL,True,Francisca,Tellería,0.98,female,1076
E2njiKAAAAAJ,Johan González,CL,True,Johan,González,1,male,45
IZbFnBYAAAAJ,Felipe Raglianti,CL,True,Felipe,Raglianti,1,male,2439
p24wnq8AAAAJ,Jorge del Picó,CL,True,Jorge Del,Picó,0.99,male,2347
BflnZWcAAAAJ,Osvaldo Henriquez O,CL,True,Osvaldo,Henriquez,0.99,male,222
DkgOJTAAAAAJ,Marcela Vega Muñoz,CL,True,Marcela,Muñoz,0.98,female,1002
T_22jEkAAAAJ,Sebastián Riffo Villagra,CL,True,Sebastián,Villagra,1,male,409
WZsTNHwAAAAJ,Caddy Cortés,CL,True,Caddy,Cortés,0.58,male,100
zZ3MhccAAAAJ,"Mora, JP",CL,True,Jp,Mora,0.96,male,25
R8BC5QgAAAAJ,Víctor Brangier,CL,True,Víctor,Brangier,0.99,male,133
YpVeGR8AAAAJ,Ricardo A. Zamora,CL,True,Ricardo,Zamora,1,male,1260
wVRNJ-wAAAAJ,MARIA FERNANDA VÁSQUEZ PALMA,CL,True,Maria Fernanda,Palma,0.97,female,1450
jJVWkMUAAAAJ,José Luis Ulloa,CL,True,José Luis,Ulloa,1,male,100
BqJVpA8AAAAJ,Marcos Flores,CL,True,Marcos,Flores,0.99,male,375
_5TDaR8AAAAJ,Fernando P. Ponce,CL,True,Fernando,Ponce,1,male,1212
tLPdYwsAAAAJ,Hedy Acosta Antognoni -  ORCID: 0000-0002-8412-4128,CL,True,Hedy - Oooo-Oooz-?aiz-Aiz?,Acosta,0,unknown,0
0oi9fHcAAAAJ,Daniel Mora,CL,True,Daniel,Mora,1,male,1613
5MtsplwAAAAJ,Ramon Fuentes Rivera,CL,True,Ramon,Rivera,1,male,113
ytfTN6oAAAAJ,Fernando Díaz González,CL,True,Fernando,González,1,male,1212
dPhi4RMAAAAJ,Ignacio Vásquez Torreblanca,CL,True,Ignacio,Vásquez,0.99,male,874
vqbIwG4AAAAJ,Carlos RodrÍguez Cisterna,CL,True,Carlos,Cisterna,1,male,2782
txrElrgAAAAJ,Hugo Lienqueo Aburto,CL,True,Hugo,Aburto,0.99,male,452
jwntoP8AAAAJ,Sebastian Orellana Villota,CL,True,Sebastian,Orellana,0.99,male,1533
5rk4XiIAAAAJ,PABLO E OLIVARES ZUÑIGA,CL,True,Pablo,Zuñiga,1,male,2045
_G-kHTAAAAAJ,Eduardo Godoy,CL,True,Eduardo,Godoy,0.99,male,1416
qehKop4AAAAJ,ERICK PASTÉN,CL,True,Erick,Pastén,1,male,225
zLa6nHkAAAAJ,Cristian Ubal Nuñez,CL,True,Cristian,Nuñez,1,male,2566
hWT5DAIAAAAJ,aleosha eridani,CL,True,Aleosha,Eridani,0.75,male,4
pKP6xpgAAAAJ,ROSA ELENA GAMARRA,CL,True,Rosa Elena,Gamarra,1,female,9
QSR9F2oAAAAJ,XIMENA ALEJANDRA VEGA DONOSO,CL,True,Ximena Alejandra,Donoso,0.98,female,1698
_pEKW70AAAAJ,DANIELA PAOLA RAMIREZ CARRASCO,CL,True,Daniela Paola,Carrasco,0.97,female,2634
ve5VxHsAAAAJ,Juan Carlos Huircalaf Dìez,CL,True,Juan Carlos,Huircalaf Dìez,1,male,642
z9L0YKEAAAAJ,Carlos Melis-Rivera,CL,True,Carlos,Melis-Rivera,1,male,2782
MNYcZtsAAAAJ,Andrea Elizabeth Pincheira Varas,CL,True,Andrea Elizabeth,Varas,0.98,female,1961
Ufr8VVUAAAAJ,Marcos Andrade Moreno,CL,True,Marcos,Moreno,0.99,male,375
ts8hFVEAAAAJ,Juan Romeo Dávila Ramírez,CL,True,Juan Romeo,Ramírez,1,male,1753
XPh86-IAAAAJ,Alvaro Daniel Espinoza Collao,CL,True,Alvaro Daniel,Collao,1,male,2338
e4Uovz0AAAAJ,Diego Aracena-Pizarro,CL,True,Diego,Aracena-Pizarro,1,male,1660
aCWEf1IAAAAJ,Javiera Carmona Jiménez,CL,True,Javiera,Jiménez,0.98,female,927
YooCutoAAAAJ,Diego Salazar-Aravena,CL,True,Diego,Salazar-Aravena,1,male,1660
sLU7iVkAAAAJ,Alex Montecino,CL,True,Alex,Montecino,0.98,male,625
JO6R8c8AAAAJ,Camilo Riveros-Burgos,CL,True,Camilo,Riveros-Burgos,1,male,559
lvHgzLUAAAAJ,Luis Felipe Román,CL,True,Luis Felipe,Román,1,male,67
VJnI7i4AAAAJ,Adriano Da Silva,CL,True,Adriano,Da Silva,1,male,12
jvh_q7kAAAAJ,Alexander Neaman,CL,True,Alexander,Neaman,1,male,186
IfHL6awAAAAJ,Claudio Illanes Solis,CL,True,Claudio,Solis,0.99,male,1560
Z1tT9WsAAAAJ,Benjamín Villarroel,CL,True,Benjamín,Villarroel,1,male,56
fFbxqqsAAAAJ,Francisca Rodríguez Cabello,CL,True,Francisca,Cabello,0.98,female,1076
oplX4I4AAAAJ,Patricio Briones Rebolledo,CL,True,Patricio,Rebolledo,1,male,1407
7reiZ4gAAAAJ,Francisca Perez,CL,True,Francisca,Perez,0.98,female,1076
Ac32UNcAAAAJ,Carla Sepúlveda,CL,True,Carla,Sepúlveda,0.97,female,673
HlwGiMAAAAAJ,Denis Berroeta,CL,True,Denis,Berroeta,0.59,male,44
l4KeJaYAAAAJ,Juan Carlos Sanchez Calas,CL,True,Juan Carlos,Sanchez,1,male,4531
U_4wOsgAAAAJ,Michelle Prain,CL,True,Michelle,Prain,0.95,female,187
cwoPYZcAAAAJ,Christina Haska,CL,True,Christina,Haska,1,female,11
hi5AzicAAAAJ,Josefina Schenke,CL,True,Josefina,Schenke,0.99,female,107
oTQyIiwAAAAJ,Begoña Pessis,CL,True,Begoña,Pessis,0.91,female,11
r8PVt2kAAAAJ,Alejandro Valenzuela,CL,True,Alejandro,Valenzuela,1,male,1564
D0N-nG0AAAAJ,Tatiana Calderon Le Joliff,CL,True,Tatiana,Le Joliff,0.98,female,168
HFljdoEAAAAJ,Jorge A. Acuña,CL,True,Jorge,Acuña,0.99,male,2344
IomuavUAAAAJ,Laura Fahrenkrog,CL,True,Laura,Fahrenkrog,0.97,female,273
ZOZ4qcMAAAAJ,Gastón Robert,CL,True,Gastón,Robert,1,male,37
aDuYWmkAAAAJ,Ricardo Ubeda Sales,CL,True,Ricardo,Ubeda,1,male,1260
eTRrvSgAAAAJ,Ezio Neyra,CL,True,Ezio,Neyra,0.99,male,2564
hk-vxFAAAAAJ,Facundo Vega,CL,True,Facundo,Vega,1,male,14
wc4hFLIAAAAJ,"César Gustavo Pino Soto, PhD.",CL,True,César Gustavo,Pino,1,male,711
HvHrVMIAAAAJ,María José Barros Cruz,CL,True,María José,Cruz,0.77,male,493
n93w-n0AAAAJ,Teresa Ropert,CL,True,Teresa,Ropert,0.99,female,186
DRl7OaoAAAAJ,Macarena Larrain,CL,True,Macarena,Larrain,0.98,female,627
I3wVGFcAAAAJ,Francisco Rojas Fernández,CL,True,Francisco,Fernández,1,male,2108
VM3mLqcAAAAJ,Luis Sebastian Contreras-Huerta,CL,True,Luis Sebastian,Contreras-Huerta,1,male,9
XqpX6-sAAAAJ,Andrea Kottow,CL,True,Andrea,Kottow,0.98,female,1292
oP8-M2QAAAAJ,Marianne Cottin,CL,True,Marianne,Cottin,1,female,26
vBrZJkMAAAAJ,Cristian Chadwick,CL,True,Cristian,Chadwick,1,male,2566
wRPMNvUAAAAJ,Carmen Le Foulon,CL,True,Carmen,Le Foulon,0.99,female,359
PpBgZTsAAAAJ,Javiera Toledo-Alarcón,CL,True,Javiera,Toledo-Alarcón,0.98,female,927
TEOUG3sAAAAJ,Carolina Ochoa-Rosales,CL,True,Carolina,Ochoa-Rosales,0.98,female,2204
OcDX1q4AAAAJ,Pablo Fernando Parra Torres,CL,True,Pablo Fernando,Torres,1,male,3257
iUGfCuMAAAAJ,Ignacio C. Fernández,CL,True,Ignacio,Fernández,0.99,male,874
tSfrkQMAAAAJ,Moisés Aguilera,CL,True,Moisés,Aguilera,1,male,27
XIfFDGkAAAAJ,Luis E. Lara,CL,True,Luis,Lara,1,male,2313
iJSHlJYAAAAJ,José Peiret,CL,True,José,Peiret,0.99,male,385
OfpZGUUAAAAJ,Daniela Contreras Lanfranco,CL,True,Daniela,Contreras,0.97,female,1780
j6lYSioAAAAJ,Giovanna Iubini Vidal,CL,True,Giovanna,Vidal,0.97,female,73
kz73XloAAAAJ,Alejandro Albornoz Rojas,CL,True,Alejandro,Rojas,1,male,1564
xBe_Wf4AAAAJ,Marcos González Marín,CL,True,Marcos,Marín,0.99,male,375
IXGD_mUAAAAJ,Rodrigo Castillo Jofré,CL,True,Rodrigo Castillo,Jofré,0.99,male,2774
Rr4mqKoAAAAJ,Pablo Romero-Araya,CL,True,Pablo,Romero-Araya,1,male,2045
XArzaLMAAAAJ,Jose Barriga Parra,CL,True,Jose,Parra,0.99,male,1450
WdXuxFgAAAAJ,Felipe Oyanedel F.,CL,True,Felipe,Oyanedel,1,male,2439
ZGJHaX0AAAAJ,Oriana Gutiérrez Saldivia,CL,True,Oriana,Saldivia,0.98,female,52
_L4vYXkAAAAJ,Giovanna Iubini,CL,True,Giovanna,Iubini,0.97,female,73
lw1JXFkAAAAJ,Jesús Lara,CL,True,Jesús,Lara,1,male,22
UP9MVVIAAAAJ,Eugenia Pizarro,CL,True,Eugenia,Pizarro,1,female,85
iDahvK0AAAAJ,Johnny Blanc S.,CL,True,Johnny,Blanc,1,male,60
PFl3Uh4AAAAJ,Paulo Contreras,CL,True,Paulo,Contreras,0.99,male,182
UwgaKm0AAAAJ,Solange Barros,CL,True,Solange,Barros,0.98,female,230
bEPW6YoAAAAJ,Felipe Zúñiga Pérez,CL,True,Felipe,Pérez,1,male,2439
etwDF2sAAAAJ,Carlos Fonfach,CL,True,Carlos,Fonfach,1,male,2782
plpSq2gAAAAJ,manuel alejandro alvarez espinoza,CL,True,Manuel Alejandro,Espinoza,1,male,2728
OQM9rGQAAAAJ,Juan Pablo Venables,CL,True,Juan Pablo,Venables,1,male,651
PEHdF9AAAAAJ,Patricio Mella,CL,True,Patricio,Mella,1,male,1407
SL5WqCwAAAAJ,Joel R. Pérez Osses,CL,True,Joel,Osses,0.99,male,103
mldi3kYAAAAJ,Patricio Fuentealba,CL,True,Patricio,Fuentealba,1,male,1407
ofxhVdgAAAAJ,Ronald Jara Gacitúa,CL,True,Ronald,Jara,0.99,male,132
oGUR9KkAAAAJ,Adolfo Isla,CL,True,Adolfo,Isla,1,male,129
pIT8CFkAAAAJ,María Cecilia Rauch B,CL,True,María Cecilia,B,0.99,female,788
xInhmqIAAAAJ,Manuel Lagos-Varas,CL,True,Manuel,Lagos-Varas,0.99,male,1164
YJVCA_UAAAAJ,Jose Francisco Verdejo Araya,CL,True,Jose Francisco,Araya,0.99,male,3558
ZXayqocAAAAJ,Jose Barrena Ruiz,CL,True,Jose,Ruiz,0.99,male,1450
l2Z-AhAAAAAJ,Cristian Montalva,CL,True,Cristian,Montalva,1,male,2566
s3OiQxsAAAAJ,Yun Huang,CL,True,Yun,Huang,0.67,female,3
hi1FoBAAAAAJ,Aldo Vera Serón,CL,True,Aldo,Vera,0.99,male,162
CNb5WKYAAAAJ,Pablo Quiñonero Pertusa,CL,True,Pablo,Quiñonero Pertusa,1,male,2045
TOOPFgEAAAAJ,Juan Manuel Harraca,CL,True,Juan Manuel,Harraca,0.99,male,83
K4gAK0gAAAAJ,Ignacio Inostroza-Quezada,CL,True,Ignacio,Inostroza-Quezada,0.99,male,874
SvJLNgQAAAAJ,Daniel Habermacher,CL,True,Daniel,Habermacher,1,male,1613
mpo-zcEAAAAJ,María Paz Riumalló Herl,CL,True,María,Paz,1,female,108
OPq_JuIAAAAJ,Alejandra Rojas-Rivera,CL,True,Alejandra,Rojas-Rivera,0.98,female,1200
tBamKHkAAAAJ,Angela Novoa-Echaurren,CL,True,Angela,Novoa-Echaurren,0.99,female,305
zwgwlSMAAAAJ,Cristián Cuevas,CL,True,Cristián,Cuevas,0.99,male,188
PrsN95IAAAAJ,Francisca Silva,CL,True,Francisca,Silva,0.98,female,1076
ZZPfjE4AAAAJ,Juan C. Nagel,CL,True,Juan,Nagel,1,male,1749
iKVSRIEAAAAJ,Juan Pedro Ronconi,CL,True,Juan Pedro,Ronconi,1,male,13
6AkeTHYAAAAJ,Bernardita Tornero,CL,True,Bernardita,Tornero,0.96,female,115
7GpD3MkAAAAJ,Maria del Valle Barrera,CL,True,Maria Del,Barrera,0.96,female,657
gRWGjHUAAAAJ,Andrés Barrios-Fernández,CL,True,Andrés,Barrios-Fernández,1,male,331
tmIA8wUAAAAJ,Felipe Aldunate,CL,True,Felipe,Aldunate,1,male,2439
wVFqcaIAAAAJ,Natalia Yankovic,CL,True,Natalia,Yankovic,0.97,female,960
y_Ai9lcAAAAJ,Juan Sotes-Paladino,CL,True,Juan,Sotes-Paladino,1,male,1749
Dq2GlvQAAAAJ,Juan Pablo Xandri Antuña,CL,True,Juan Pablo,Antuña,1,male,3794
F5uwipkAAAAJ,Juan-Ignacio Martin-Neira,CL,True,Juan-Ignacio,Martin-Neira,1,male,2623
KZPs8UcAAAAJ,Duniel Ortuno,CL,True,Duniel,Ortuno,1,male,7
VuXhfqQAAAAJ,Jon I. Martinez,CL,True,Jon,Martinez,1,male,8
ncVg86QAAAAJ,Rafael Delpiano,CL,True,Rafael,Delpiano,1,male,340
uoohxeYAAAAJ,Jorge Alé-Chilet,CL,True,Jorge,Alé-Chilet,0.99,male,2344
Uezpmj4AAAAJ,Pablo Lazcano,CL,True,Pablo,Lazcano,1,male,2045
UNjpmfMAAAAJ,Felipe A. Bustamante-Barrientos,CL,True,Felipe,Bustamante-Barrientos,1,male,2439
xUis9j4AAAAJ,Alejandro Luarte,CL,True,Alejandro,Luarte,1,male,1564
0on959gAAAAJ,Felipe Varas,CL,True,Felipe,Varas,1,male,2439
63-1Su0AAAAJ,Leonardo D. Epstein,CL,True,Leonardo,Epstein,1,male,517
6O2aO7IAAAAJ,Miguel Torres,CL,True,Miguel,Torres,0.99,male,1055
H6mYZkoAAAAJ,Constanza Martínez Cardozo,CL,True,Constanza,Martínez,0.98,female,943
4quSKooAAAAJ,Jorge Gómez Mir,CL,True,Jorge,Mir,0.99,male,2344
FlX5OHwAAAAJ,Alejandra Chaparro,CL,True,Alejandra,Chaparro,0.98,female,1200
2zCVg1MAAAAJ,Patricio Pliscoff,CL,True,Patricio,Pliscoff,1,male,1407
DrW-ktYAAAAJ,"David Cristobal Andrade, PhD",CL,True,David Cristobal,Andrade,1,male,1441
5JqMwJsAAAAJ,María Moya Cruz,CL,True,María,Cruz,1,female,108
WhVRkHcAAAAJ,Jaime S. Castillo,CL,True,Jaime,Castillo,1,male,907
Oy-Qf6QAAAAJ,Gina Morales-Acosta,CL,True,Gina,Morales-Acosta,0.98,female,44
bdSVzMgAAAAJ,Camila Nickol Salazar Ardiles,CL,True,Camila Nickol,Ardiles,0.98,female,1620
U1ZrY3UAAAAJ,Vinko Zadjelovic,CL,True,Vinko,Zadjelovic,0.98,male,301
E-PD0oEAAAAJ,Luca Pruzzo,CL,True,Luca,Pruzzo,1,male,5
7SAlWngAAAAJ,Uros Ugarkovic,CL,True,Uros,Ugarkovic,1,male,676
G3L4920AAAAJ,Mauricio Flores Muñoz,CL,True,Mauricio Flores,Muñoz,1,male,1362
knFvdTEAAAAJ,Ana Maria Abarca G,CL,True,Ana Maria,Abarca,0.99,female,243
JMuprTIAAAAJ,Gonzalo Leiva,CL,True,Gonzalo,Leiva,0.99,male,1005
9eJrT_cAAAAJ,Mara I. Espinosa,CL,True,Mara,Espinosa,1,female,22
aKG34isAAAAJ,Ariel Caviedes,CL,True,Ariel,Caviedes,0.99,male,378
TyaIOBQAAAAJ,Mario Sucerquia,CL,True,Mario,Sucerquia,1,male,871
lsrFBtsAAAAJ,Sivaraj Durairaj,CL,True,Sivaraj,Durairaj,1,male,137
XrGbnK0AAAAJ,Sebastian Galaz,CL,True,Sebastian,Galaz,0.99,male,1533
aryhlxYAAAAJ,CECILIA GALLARDO MACIP,CL,True,Cecilia,Gallardo,0.98,female,680
lUJ6RBoAAAAJ,Gabriel Salgado-Maldonado.,CL,True,Gabriel,Salgado-Maldonad,1,male,736
npSLmqcAAAAJ,Margarita Monckeberg,CL,True,Margarita,Monckeberg,0.99,female,302
zD9g-EcAAAAJ,ROMMEL PIÑA,CL,True,Rommel,Piña,0.99,male,1172
cKAu21wAAAAJ,HÉCTOR HENRÍQUEZ  LEIGHTON,CL,True,Héctor,Henríquez,0.99,male,131
gHLd10oAAAAJ,Felipe Fernández Ortega,CL,True,Felipe,Ortega,1,male,2439
47xbWL0AAAAJ,Gaston Parra,CL,True,Gaston,Parra,1,male,91
JK_ue5EAAAAJ,Jorge Lolas Millard,CL,True,Jorge,Lolas,0.99,male,2344
N-Mp2LoAAAAJ,Blanca Araya,CL,True,Blanca,Araya,1,female,79
VdC1yqgAAAAJ,Matias Birrell,CL,True,Matias,Birrell,0.99,male,824
_I6W6rgAAAAJ,MARÍA JOSE BENDEK VIERA,CL,True,María Jose,Viera,0.92,male,1558
jbSRa3UAAAAJ,Joaquín garcía-Huidobro,CL,True,Joaquín,García-Huidobro,1,male,72
tjf35jkAAAAJ,DIEGO JOAQUIN PRIETO DAMM,CL,True,Diego Joaquin,Prieto,1,male,1929
k63d5swAAAAJ,Carlos Cartes Moraga,CL,True,Carlos,Moraga,1,male,2782
yFZlNpQAAAAJ,Gonzalo Forno,CL,True,Gonzalo,Forno,0.99,male,1005
SzmDYCsAAAAJ,Mónica R. Ravelo García,CL,True,Mónica,García,0.99,female,138
hTBVX0gAAAAJ,Katerine Henríquez Campos,CL,True,Katerine,Campos,0.97,female,36
sxuBs28AAAAJ,Ariel Pérez Aubel,CL,True,Ariel,Pérez,0.99,male,378
v6lK0koAAAAJ,Carla Vargas,CL,True,Carla,Vargas,0.97,female,673
3-vYhx8AAAAJ,Denisse Fernández González,CL,True,Denisse,González,0.96,female,209
yCjid5EAAAAJ,Guillermo Molina Holmes,CL,True,Guillermo,Molina,0.99,male,608
1Qe3K0AAAAAJ,Gabriel Meza,CL,True,Gabriel,Meza,1,male,736
ClPS6lQAAAAJ,Victoria Martínez Placencia,CL,True,Victoria,Placencia,0.97,female,340
cLKmqZoAAAAJ,Mauro Navarrete-Jerez,CL,True,Navarrete-Jerez,Mauro,0.68,male,57
iXSvQqkAAAAJ,Cristian Araya-Cornejo,CL,True,Cristian,Araya-Cornejo,1,male,2566
rSiac9kAAAAJ,Víctor Muñoz-Cisterna,CL,True,Víctor,Muñoz-Cisterna,0.99,male,133
sI7dCwgAAAAJ,Leonora Beniscelli,CL,True,Leonora,Beniscelli,0.86,female,7
yRXYJ4QAAAAJ,Sebastian Salazar Pizarro,CL,True,Sebastian,Pizarro,0.99,male,1533
6tGviasAAAAJ,Maximiliano Silva Barrueto,CL,True,Maximiliano,Silva,1,male,277
NYVFSrwAAAAJ,Juan R. Loaiza,CL,True,Juan,Loaiza,1,male,1749
hAaESd0AAAAJ,Lucia Stecher,CL,True,Lucia,Stecher,0.98,female,122
zZnWp0QAAAAJ,Carlos Díaz,CL,True,Carlos,Díaz,1,male,2782
Fl8c9UgAAAAJ,Arturo Rodriguez,CL,True,Arturo,Rodriguez,1,male,233
RsV-etYAAAAJ,Bárbara Sepúlveda Hales,CL,True,Bárbara,Hales,0.99,female,217
8KE9wjMAAAAJ,Camilo Sembler,CL,True,Camilo,Sembler,1,male,559
_ELWirgAAAAJ,Belén Cumsille R.,CL,True,Belén,Cumsille,0.97,female,92
i7v02ywAAAAJ,Eduardo H. Saavedra,CL,True,Eduardo,Saavedra,0.99,male,1416
8vF8tiMAAAAJ,Ximena Poblete Núnez,CL,True,Ximena,Poblete,0.98,female,498
MggAYt0AAAAJ,Camila Pérez Navarro,CL,True,Camila,Navarro,0.98,female,1616
xVacvRgAAAAJ,Nicolás Pablo Barrientos Oradini,CL,True,Nicolás Pablo,Barrientos,1,male,2440
xt70QlIAAAAJ,Hugo Rojas-Corral,CL,True,Hugo,Rojas-Corral,0.99,male,452
bzAf1E0AAAAJ,Enrique Antileo Baeza,CL,True,Enrique,Baeza,0.99,male,340
amKDocgAAAAJ,Leandro Rodriguez Medina,CL,True,Leandro Rodriguez,Medina,0.99,male,152
3qpwIQkAAAAJ,Rodrigo Guesalaga,CL,True,Rodrigo,Guesalaga,0.99,male,2771
VDEOCBgAAAAJ,Elizabeth Lira Kornfeld,CL,True,Elizabeth,Lira,0.97,female,669
Qk5qsoQAAAAJ,Diego Ramos Álvarez,CL,True,Diego,Álvarez,1,male,1660
jMFpXjcAAAAJ,Cristián Cisterna Aravena,CL,True,Cristián,Aravena,0.99,male,188
Fj2tZTgAAAAJ,Diego Alonso Ramírez Pérez,CL,True,Diego Alonso,Pérez,1,male,1786
_l5ITgEAAAAJ,Mirko Zitkovich,CL,True,Mirko,Zitkovich,1,male,35
oTcFSpMAAAAJ,Jorge Camilo Morejón de Quesada,CL,True,Jorge Camilo,de Quesada,1,male,2903
Iu5miPvpjbQC,Daniel Franco-OByrne,CL,True,Daniel,Franco-Obyrne,1,male,1613
t8CjQI0AAAAJ,Alonso Espinoza Rojas,CL,True,Alonso,Rojas,0.99,male,126
brRD7joAAAAJ,Tomás Serey,CL,True,Tomás,Serey,1,male,117
OEhSPBIAAAAJ,Camila Ignacia Espinoza Almonacid,CL,True,Camila Ignacia,Almonacid,0.98,female,1735
dKz40iMAAAAJ,Jorge Cárdenas Pizarro,CL,True,Jorge,Pizarro,0.99,male,2344
yKpZpg0AAAAJ,Diego F. Morales-Torres,CL,True,Diego,Morales-Torres,1,male,1660
Ywmum5YAAAAJ,Albert Palomino-González,CL,True,Albert,Palomino-González,1,male,25
qpB5hb8AAAAJ,Renato Lira Rodríguez,CL,True,Renato,Rodríguez,0.99,male,159
VtBqoMIAAAAJ,Ana Luisa Araos,CL,True,Ana Luisa,Araos,1,female,27
XLQ3I6kAAAAJ,Laura Solarte Murillo,CL,True,Laura,Murillo,0.97,female,273
jjJwRTAAAAAJ,Ruth E. Barrientos,CL,True,Ruth,Barrientos,0.98,female,179
-eaNjMcAAAAJ,José Benjamín Ossa Mujica,CL,True,José Benjamín,Mujica,0.99,male,441
MrNW2E0AAAAJ,Rafael Ferreira Martins,CL,True,Rafael,Martins,1,male,340
l3IGrBQAAAAJ,Ricardo A. Tapia,CL,True,Ricardo,Tapia,1,male,1260
DxlZT2kAAAAJ,jose l tapia,CL,True,Jose,Tapia,0.99,male,1450
3XR5kJ4AAAAJ,Jorge Ignacio Mujica,CL,True,Jorge Ignacio,Mujica,1,male,24
69IjPGIAAAAJ,Gonzalo Arias Inostroza,CL,True,Gonzalo,Inostroza,0.99,male,1005
6OdasGEAAAAJ,Catherina Campillay,CL,True,Catherina,Campillay,1,female,13
A-m8MIAAAAAJ,Javier A. Pérez Díaz,CL,True,Javier,Díaz,1,male,1272
CRD4-QEAAAAJ,Carlos Sepúlveda-Vásquez,CL,True,Carlos,Sepúlveda-Vásquez,1,male,2782
IGXtv7oAAAAJ,José Guerra-Solano,CL,True,José,Guerra-Solano,0.99,male,385
NWNVsIgAAAAJ,JO Alvarado,CL,True,Jo,Alvarado,0.74,female,19
PkoK5TMAAAAJ,Javier Jorquera-Copier,CL,True,Javier,Jorquera-Copier,1,male,1272
WB8MDYoAAAAJ,Marco Jaramillo,CL,True,Marco,Jaramillo,1,male,621
anbi25gAAAAJ,Jorge E. Ravanales,CL,True,Jorge,Ravanales,0.99,male,2344
bhCnwjEAAAAJ,David Atencio,CL,True,David,Atencio,1,male,1001
cpq0I60AAAAJ,Diego Nicolás Monasterio López (ID ORCID: 0000-0001-6554-7152),CL,True,Diego Nicolás,López,1,male,2055
e2KLcGwAAAAJ,Alba Cortes-Morales,CL,True,Cortes-Morales,Alba,0.69,male,369
-eiYIhAAAAAJ,Carlos Munoz-Castro,CL,True,Carlos,Munoz-Castro,1,male,2782
4uboRE0AAAAJ,Nicolhole Atero,CL,True,Atero,Nicolhole,0.75,male,4
6UjQ0LIAAAAJ,Juan Camilo Alvarez Naranjo,CL,True,Juan Camilo,Naranjo,1,male,2308
9I9P8bIAAAAJ,Alexandra Gajardo Tobar,CL,True,Alexandra,Tobar,0.98,female,189
9b3OawYAAAAJ,Serena Dambrosio,CL,True,Dambrosio,Serena,0.71,male,7
EHkcNgIAAAAJ,Alejandro H. Bruna Silva,CL,True,Alejandro Bruna,Silva,0.99,male,1578
LvPvz9oAAAAJ,Karen Johana Peñuela Montañez,CL,True,Karen Johana,Peñuela,0.99,female,764
OEzbcAYAAAAJ,Rodrigo Ramos Santos,CL,True,Rodrigo,Santos,0.99,male,2771
P9TSxroAAAAJ,Fabián Padilla Arenas,CL,True,Fabián,Arenas,1,male,110
bwC1DLEAAAAJ,María José Martínez Leiva,CL,True,María José,Leiva,0.77,male,493
d9FBlc8AAAAJ,Gonzalo Torres-Rosales,CL,True,Gonzalo,Torres-Rosales,0.99,male,1005
gQf-V9wAAAAJ,Álvaro Labarca Silva,CL,True,Álvaro,Silva,1,male,79
gq21avYAAAAJ,Isaac Galassi,CL,True,Isaac,Galassi,1,male,83
goULU9YAAAAJ,Nicolás Castillo-Triana,CL,True,Nicolás,Castillo-Triana,1,male,395
gyYHP_4AAAAJ,Valentina Rubio Orellana,CL,True,Valentina,Orellana,0.97,female,748
12daUnoAAAAJ,Hugo Zelada,CL,True,Hugo,Zelada,0.99,male,452
4O6EdpkAAAAJ,Claudia Celle,CL,True,Claudia,Celle,0.97,female,1751
6LuV-68AAAAJ,Gustavo Saraiva,CL,True,Gustavo,Saraiva,1,male,555
6dJAOscAAAAJ,CARLOS IGNACIO CALVO,CL,True,Carlos Ignacio,Calvo,1,male,10
D_EVoWAAAAAJ,María Isabel Vera-Muñoz,CL,True,María Isabel,Vera-Muñoz,1,female,38
K0VXF2cAAAAJ,Josué F. Rosales-Pérez,CL,True,Josué,Rosales-Pérez,1,male,9
KQ8gGU0AAAAJ,Nicole Frez-Aróstica,CL,True,Nicole,Frez-Aróstica,0.98,female,833
LebNzKgAAAAJ,RONAL MANUEL CORONADO,CL,True,Ronal Manuel,Coronado,0.99,male,1170
QUyozA8AAAAJ,Carolina Godoy-Aguirre,CL,True,Carolina,Godoy-Aguirre,0.98,female,2204
ZSvfwIEAAAAJ,Pamela Diaz,CL,True,Pamela,Diaz,0.98,female,922
_mI_7ckAAAAJ,Marco Segura Buján,CL,True,Marco,Segura,1,male,621
dLX7B0gAAAAJ,Claudio Daza,CL,True,Claudio,Daza,0.99,male,1560
e-fgYfQAAAAJ,Roberto Munita,CL,True,Roberto,Munita,1,male,986
eupUJlUAAAAJ,Felipe Jordan,CL,True,Felipe,Jordan,1,male,2439
igOg74cAAAAJ,Viviana Hojman,CL,True,Viviana,Hojman,0.98,female,488
-mouU6sAAAAJ,Rosario García-Huidobro,CL,True,Rosario,García-Huidobro,0.97,female,86
4CKmmm0AAAAJ,Monica Stambuk Castellano,CL,True,Monica,Stambuk,0.98,female,393
Bzssr5AAAAAJ,Felipe Gajardo Escobar,CL,True,Felipe,Escobar,1,male,2439
F6jo_YsAAAAJ,Juan Ignacio Rosas Oliva,CL,True,Juan Ignacio,Oliva,1,male,2623
hSULojEAAAAJ,Solange Muñoz Jorquera,CL,True,Solange,Jorquera,0.98,female,230
